PurchaseID,CustomerID,ProductID,PurchaseDate,PurchaseStatus,PurchaseAmount
142,763,27,29-07-2021,Pending,126.07
143,443,27,09-04-2023,Refunded,633.46
144,731,27,11-01-2023,Shipped,205.25
145,471,25,30-11-2023,Failed,103.24
146,868,46,01-05-2021,Paid,46.3
147,997,47,23-04-2023,Paid,997.03
148,615,26,12-12-2021,Refunded,558.02
149,573,1,07-05-2022,Refunded,598.32
150,510,30,28-08-2019,Shipped,422.85
151,735,47,23-10-2019,Failed,455.36
152,619,44,14-05-2020,Refunded,635.43
153,721,33,27-02-2022,Paid,205.58
154,99,46,06-04-2020,Paid,969.81
155,684,36,04-08-2021,Paid,849.36
156,930,10,02-06-2024,Paid,461.78
157,432,27,24-06-2021,Pending,832.33
158,324,7,06-10-2023,Paid,149.71
159,520,44,08-02-2024,Paid,870.92
160,624,20,31-08-2022,Shipped,249.12
161,867,5,20-01-2020,Paid,786.75
162,807,26,12-06-2024,Refunded,503.04
163,823,28,11-02-2020,Failed,806.54
164,192,31,09-11-2021,Paid,236
165,497,31,02-05-2021,Failed,25.09
166,80,5,18-12-2020,Failed,324.39
167,778,44,26-10-2023,Refunded,517.39
168,996,43,14-12-2019,Refunded,59.34
169,990,12,02-02-2024,Refunded,606.05
170,283,18,18-10-2019,Paid,66.06
171,927,46,14-09-2019,Shipped,159.24
172,776,5,03-02-2023,Shipped,554.15
173,580,3,29-02-2020,Shipped,909.75
174,752,18,09-02-2024,Pending,612.48
175,130,38,20-12-2023,Failed,570.14
176,241,45,26-12-2021,Refunded,79.85
177,231,35,04-11-2019,Refunded,821.67
178,547,14,04-02-2024,Paid,237.91
179,711,25,21-02-2020,Paid,512.69
180,292,22,11-02-2024,Paid,325.48
181,539,13,01-04-2020,Paid,809.01
182,454,27,02-02-2020,Refunded,147.7
183,822,47,05-12-2021,Failed,355.03
184,470,1,27-06-2021,Refunded,427.28
185,439,10,21-05-2023,Refunded,22.45
186,148,44,29-04-2022,Paid,531.95
187,11,37,12-12-2022,Shipped,370.96
188,181,45,14-08-2023,Paid,33.31
189,682,49,10-11-2020,Refunded,680.99
190,575,10,15-10-2022,Failed,511.37
191,803,13,25-10-2022,Shipped,91.25
192,940,3,10-09-2022,Paid,826.89
193,133,28,20-03-2024,Refunded,661.11
194,734,42,29-05-2021,Refunded,632.01
195,432,5,26-03-2022,Failed,136.57
196,520,18,13-08-2022,Pending,211.28
197,479,38,24-08-2022,Pending,869.84
198,300,19,25-05-2022,Shipped,959.3
199,603,33,29-05-2023,Failed,326.27
200,198,8,30-11-2023,Shipped,268.62
201,884,35,14-10-2021,Paid,954.33
202,177,28,31-03-2023,Refunded,669.83
203,440,34,27-12-2019,Pending,177.14
204,647,13,02-08-2023,Failed,57.84
205,55,41,02-09-2021,Pending,40.56
206,834,30,21-08-2019,Paid,842.25
207,578,4,18-10-2020,Shipped,513.34
208,620,48,03-11-2020,Paid,327.78
209,591,3,14-07-2023,Paid,179.27
210,167,14,07-03-2020,Pending,321.07
211,134,17,12-06-2020,Failed,482.5
212,72,32,11-01-2021,Pending,35.17
213,424,30,08-07-2023,Pending,694.21
214,584,14,25-06-2024,Shipped,856.23
215,777,8,17-05-2020,Shipped,996.55
216,175,45,09-11-2022,Paid,614.18
217,842,43,23-06-2020,Pending,264.76
218,372,9,11-02-2020,Pending,643.09
219,947,19,26-02-2021,Shipped,132.64
220,938,47,11-09-2020,Paid,843.92
221,352,10,30-10-2022,Pending,745.24
222,571,30,09-03-2022,Refunded,88.06
223,924,22,27-07-2021,Shipped,821.83
224,34,19,05-02-2021,Failed,758.93
225,691,5,23-01-2024,Failed,60.99
226,691,47,16-02-2020,Shipped,758.37
227,518,27,04-02-2023,Paid,872.34
228,682,34,21-11-2019,Failed,982.08
229,16,10,01-07-2021,Refunded,399.36
230,552,2,07-05-2022,Pending,41.88
231,557,10,23-08-2020,Pending,430.22
232,771,10,14-12-2023,Shipped,29.51
233,838,14,03-08-2022,Pending,258.69
234,332,18,08-04-2022,Refunded,876.46
235,852,21,11-03-2023,Paid,354.8
236,83,14,05-02-2021,Pending,331.83
237,150,18,20-09-2020,Paid,135.89
238,757,40,11-02-2023,Pending,858.06
239,739,11,09-05-2023,Refunded,984.28
240,277,47,01-04-2022,Refunded,864.48
241,447,42,08-02-2024,Failed,274.56
242,669,31,08-03-2023,Pending,313.4
243,645,20,19-09-2022,Shipped,997.36
244,830,43,30-05-2021,Paid,434.97
245,543,7,26-02-2023,Shipped,788.28
246,87,15,24-10-2019,Shipped,501.12
247,389,2,15-03-2024,Failed,750.24
248,444,20,26-07-2023,Refunded,800.05
249,429,31,19-02-2023,Pending,140.28
250,914,50,19-08-2023,Pending,420.32
251,747,28,23-09-2020,Paid,529
252,793,17,16-03-2023,Failed,647.45
253,618,39,04-10-2023,Shipped,336.7
254,510,4,06-08-2024,Refunded,332.27
255,141,6,28-04-2020,Shipped,341.95
256,992,18,03-07-2022,Paid,447.86
257,715,21,14-11-2023,Refunded,139.29
258,780,49,27-01-2024,Shipped,589.74
259,542,22,13-05-2020,Paid,554.35
260,371,50,27-03-2023,Paid,378.01
261,166,38,10-07-2022,Shipped,820.29
262,47,6,06-09-2023,Paid,556.55
263,720,27,14-11-2023,Pending,747.17
264,601,50,20-06-2020,Paid,137.52
265,333,36,31-03-2020,Shipped,780.82
266,172,19,27-02-2020,Shipped,430.9
267,503,13,24-03-2020,Refunded,398.23
268,16,25,22-11-2020,Refunded,463.94
269,76,38,23-12-2022,Shipped,828.17
270,571,42,26-05-2023,Pending,337.96
271,552,45,09-11-2019,Shipped,942.01
272,758,29,01-06-2024,Refunded,572.87
273,441,12,19-11-2019,Refunded,451.1
274,842,22,20-02-2024,Pending,374.45
275,393,50,23-08-2019,Paid,133.2
276,548,16,25-11-2021,Paid,853.83
277,483,37,19-02-2024,Refunded,643.14
278,604,45,24-03-2024,Paid,734.27
279,81,22,16-04-2024,Shipped,375.32
280,9,18,15-12-2020,Refunded,516.14
281,116,22,29-03-2024,Failed,389.83
282,565,24,26-09-2021,Pending,424.49
283,736,29,12-12-2023,Failed,856.61
284,598,23,13-04-2020,Failed,426
285,791,49,06-07-2020,Shipped,801.48
286,578,7,13-04-2024,Paid,459.57
287,84,24,23-01-2024,Paid,911.04
288,984,23,17-04-2020,Paid,408.41
289,120,10,29-01-2023,Refunded,741.73
290,45,1,17-02-2021,Paid,252.31
291,42,38,27-03-2023,Pending,66.27
292,157,32,16-02-2021,Paid,598.95
293,599,25,09-06-2021,Failed,629.54
294,472,48,19-10-2020,Failed,833.14
295,358,35,19-09-2020,Failed,400.5
296,144,1,25-08-2021,Refunded,441.38
297,958,48,05-11-2020,Failed,129.84
298,78,3,07-08-2024,Pending,620.35
299,376,6,03-12-2022,Shipped,375.35
300,951,7,26-02-2020,Shipped,72.84
301,448,2,30-04-2024,Failed,965.6
302,583,5,16-08-2023,Failed,720.06
303,312,20,31-03-2023,Paid,420.71
304,253,46,18-05-2023,Shipped,284.21
305,820,18,30-11-2021,Shipped,317.8
306,373,39,31-07-2023,Failed,104.12
307,316,11,19-04-2023,Refunded,74.02
308,9,6,04-08-2023,Failed,953.46
309,920,21,24-11-2021,Failed,215.04
310,708,30,19-01-2022,Failed,251.81
311,997,40,03-07-2023,Paid,26.83
312,680,39,18-02-2022,Refunded,767.42
313,820,6,08-05-2022,Failed,123.94
314,786,48,11-05-2020,Shipped,618.57
315,231,7,05-02-2023,Failed,906.36
316,613,46,24-09-2019,Paid,865.66
317,928,48,18-05-2023,Failed,551.76
318,805,23,27-10-2022,Pending,732.83
319,406,26,21-06-2020,Pending,910.19
320,122,2,20-01-2021,Failed,699.21
321,516,34,31-07-2020,Failed,447.16
322,389,44,14-12-2022,Refunded,385.43
323,812,17,17-08-2019,Refunded,222.15
324,238,33,26-04-2023,Refunded,251.42
325,33,16,07-10-2023,Pending,365.63
326,319,35,10-07-2022,Shipped,191.91
327,243,5,25-02-2023,Refunded,379.18
328,790,37,23-10-2023,Paid,651.86
329,723,31,17-04-2023,Shipped,57.84
330,333,25,12-03-2023,Refunded,799.15
331,318,32,25-09-2023,Pending,383.79
332,63,27,19-03-2022,Failed,683.22
333,635,38,18-11-2023,Failed,581.27
334,125,9,22-07-2024,Failed,669.95
335,934,21,06-06-2021,Shipped,542.37
336,936,35,23-04-2022,Pending,105.82
337,912,14,16-11-2019,Refunded,75.47
338,387,43,21-02-2024,Failed,362.34
339,485,44,02-09-2020,Pending,760.33
340,238,49,08-03-2024,Paid,672.56
341,590,9,02-07-2023,Refunded,348.55
342,847,30,01-07-2022,Failed,256.76
343,22,32,12-07-2022,Pending,958.36
344,179,29,19-07-2022,Refunded,85.35
345,844,18,07-06-2023,Shipped,905.24
346,124,19,19-12-2022,Failed,197.17
347,91,7,20-01-2024,Paid,324.77
348,414,22,17-02-2024,Refunded,538.35
349,122,49,28-08-2019,Paid,807.31
350,642,8,01-12-2020,Paid,150.35
351,327,26,18-04-2023,Pending,263.45
352,722,11,26-06-2020,Failed,529.89
353,950,3,17-04-2023,Pending,818.95
354,847,10,10-12-2022,Refunded,45.7
355,393,36,27-05-2022,Pending,802.28
356,824,44,06-08-2021,Paid,277.88
357,630,34,11-05-2022,Pending,253.2
358,251,32,12-04-2022,Failed,579.71
359,450,44,22-01-2020,Paid,258.04
360,861,43,23-12-2023,Paid,762.34
361,702,26,10-07-2024,Failed,959.73
362,551,1,18-04-2022,Shipped,988.73
363,850,24,30-01-2024,Paid,44.62
364,802,41,04-06-2021,Paid,819.32
365,885,44,30-09-2022,Refunded,190.95
366,785,13,16-03-2023,Shipped,360.13
367,477,15,14-07-2021,Refunded,999.54
368,761,17,30-08-2023,Paid,688.89
369,861,18,02-06-2022,Failed,144.7
370,936,36,10-09-2020,Paid,352.8
371,307,27,12-06-2020,Shipped,645.73
372,471,6,19-04-2023,Refunded,329.88
373,826,50,28-03-2024,Paid,876.57
374,442,44,17-10-2020,Paid,346.62
375,159,47,05-12-2022,Refunded,726.11
376,545,49,30-11-2023,Pending,478.7
377,75,41,31-03-2021,Pending,19.43
378,770,12,21-01-2020,Failed,88.1
379,329,14,12-09-2023,Failed,644.29
380,466,21,19-03-2020,Refunded,133.29
381,76,44,12-06-2023,Shipped,217.1
382,725,46,09-09-2019,Shipped,981.63
383,785,14,06-07-2021,Shipped,385.94
384,187,17,13-07-2020,Pending,378.39
385,220,46,02-10-2019,Failed,961.96
386,834,36,10-09-2021,Pending,210.64
387,198,39,22-01-2024,Refunded,170.81
388,316,6,18-12-2020,Failed,150.97
389,656,50,20-03-2022,Pending,362.57
390,665,14,31-01-2020,Paid,540.71
391,894,7,30-06-2022,Pending,28.51
392,312,42,10-07-2022,Shipped,843.68
393,706,14,02-01-2020,Refunded,443.24
394,633,12,11-02-2024,Pending,220.88
395,679,18,27-05-2020,Paid,981.52
396,735,46,29-11-2019,Shipped,467.1
397,794,10,08-02-2020,Failed,348.59
398,508,1,08-05-2022,Paid,992.86
399,940,30,21-02-2021,Paid,675.79
400,41,50,18-06-2022,Refunded,419.34
401,381,50,23-02-2024,Paid,962.98
402,529,29,22-10-2023,Refunded,223.35
403,562,45,27-09-2021,Failed,248.57
404,472,9,24-12-2022,Paid,734.2
405,546,42,19-06-2024,Pending,680.19
406,713,21,10-05-2020,Paid,610.74
407,685,46,30-10-2020,Pending,742.13
408,49,11,27-10-2021,Pending,475.49
409,217,42,10-09-2023,Failed,382.06
410,751,9,11-11-2022,Pending,467.43
411,190,39,03-08-2024,Refunded,608.83
412,47,39,31-03-2021,Failed,711.92
413,632,13,10-10-2019,Refunded,626.21
414,566,19,14-12-2023,Shipped,738.51
415,709,46,19-03-2024,Failed,963.5
416,324,33,01-08-2024,Shipped,628.1
417,24,17,12-03-2021,Failed,242.03
418,983,50,23-02-2022,Paid,333.39
419,737,2,19-09-2021,Refunded,452.86
420,574,26,29-02-2024,Shipped,689.69
421,996,5,30-04-2023,Pending,509.69
422,771,27,05-08-2022,Failed,953.58
423,558,14,13-11-2022,Paid,924.13
424,623,19,21-12-2021,Failed,490.9
425,437,36,28-03-2021,Shipped,349.63
426,758,18,25-08-2023,Refunded,612.93
427,758,11,21-11-2023,Pending,59.78
428,847,23,19-07-2022,Failed,471.01
429,470,28,06-12-2022,Pending,366.25
430,33,26,25-04-2024,Paid,646.63
431,682,7,06-07-2021,Refunded,912.87
432,100,14,23-08-2022,Paid,398.08
433,523,19,03-03-2021,Pending,991.15
434,534,8,21-11-2021,Failed,803.35
435,127,5,23-03-2024,Shipped,525.13
436,53,17,09-12-2022,Failed,98.91
437,193,7,22-10-2020,Failed,274.4
438,566,33,30-11-2023,Paid,669.2
439,315,22,07-02-2023,Paid,353.56
440,185,17,22-05-2022,Paid,678.41
441,210,16,17-12-2022,Failed,960.87
442,420,11,16-04-2022,Refunded,668.1
443,883,48,21-12-2020,Shipped,386.34
444,15,19,01-07-2022,Failed,620.02
445,967,8,31-05-2020,Pending,424.72
446,139,36,26-03-2022,Refunded,842.67
447,918,15,20-07-2020,Paid,836.75
448,90,29,30-11-2021,Failed,892.34
449,615,29,27-02-2020,Shipped,147.26
450,505,30,03-05-2020,Failed,680.64
451,359,37,04-10-2021,Shipped,383.17
452,910,10,24-05-2021,Shipped,16.15
453,548,32,12-09-2023,Paid,519.18
454,352,46,06-04-2020,Failed,491.92
455,825,43,12-03-2024,Failed,752.53
456,664,24,17-09-2021,Failed,97.74
457,293,17,29-03-2024,Shipped,971.35
458,608,36,13-06-2022,Shipped,105.17
459,972,11,18-07-2022,Failed,593.72
460,297,47,04-12-2020,Failed,374.48
461,786,38,07-01-2024,Paid,625.05
462,962,45,13-09-2019,Refunded,37.45
463,906,29,10-03-2021,Paid,568.87
464,513,23,28-04-2022,Paid,488.74
465,380,25,05-06-2022,Shipped,566.15
466,690,48,22-06-2024,Failed,629.75
467,431,40,07-04-2020,Refunded,186.19
468,369,18,13-01-2024,Shipped,888.36
469,690,5,29-04-2023,Pending,648.45
470,104,5,20-06-2020,Refunded,434.97
471,552,1,23-10-2021,Refunded,748.57
472,512,43,12-04-2022,Paid,638.96
473,941,15,17-10-2022,Shipped,604.68
474,310,15,05-03-2021,Failed,95.74
475,852,44,27-10-2021,Pending,997.72
476,119,18,02-05-2020,Paid,340.72
477,538,21,10-03-2022,Shipped,656.79
478,919,43,29-07-2021,Shipped,416.78
479,200,34,17-09-2020,Pending,905.55
480,665,49,11-07-2023,Pending,357.6
481,574,29,23-08-2019,Refunded,341.01
482,700,43,20-04-2020,Shipped,29.46
483,822,30,19-01-2022,Shipped,614.8
484,823,10,23-02-2020,Refunded,331.24
485,599,2,04-06-2022,Paid,393.41
486,854,41,05-03-2022,Refunded,741.02
487,833,7,02-08-2021,Failed,725.79
488,141,48,15-08-2020,Pending,888.65
489,288,39,20-03-2022,Refunded,718.72
490,915,21,28-06-2024,Paid,860.86
491,894,36,06-08-2020,Paid,910.6
492,442,29,22-01-2023,Paid,385
493,82,18,03-06-2021,Shipped,263.05
494,458,23,27-09-2022,Paid,878.68
495,343,8,24-12-2019,Shipped,183.75
496,153,39,31-12-2022,Pending,722.94
497,175,15,24-01-2021,Failed,924.85
498,571,31,05-09-2021,Shipped,753.6
499,883,3,04-09-2023,Shipped,709.19
500,182,1,26-03-2020,Refunded,124.21
501,98,35,30-08-2019,Failed,694.12
502,78,21,10-11-2021,Shipped,946.96
503,503,24,29-04-2024,Paid,80.1
504,358,45,10-10-2019,Paid,856.64
505,37,50,22-04-2021,Pending,207.68
506,578,7,11-11-2020,Failed,550.93
507,1000,5,27-06-2023,Refunded,373.69
508,298,35,16-04-2021,Failed,611.83
509,178,15,29-04-2024,Pending,55.15
510,30,47,02-11-2020,Failed,964.02
511,87,23,11-11-2020,Shipped,686.39
512,883,5,09-10-2022,Failed,231.69
513,627,11,29-08-2019,Pending,634.41
514,806,27,27-07-2021,Paid,204.74
515,182,16,11-01-2023,Refunded,783.96
516,902,14,04-12-2019,Paid,618.93
517,312,32,15-02-2024,Paid,765.59
518,109,26,13-07-2022,Refunded,900.52
519,99,8,18-04-2020,Shipped,731.58
520,920,13,06-08-2020,Shipped,445.35
521,590,48,24-03-2024,Failed,353.48
522,862,47,18-11-2022,Paid,864.83
523,559,32,13-10-2022,Shipped,438.01
524,322,12,21-09-2020,Failed,559.07
525,284,3,18-11-2019,Shipped,376.21
526,708,10,27-12-2023,Shipped,582.35
527,840,36,23-07-2023,Pending,645.85
528,839,35,07-05-2021,Refunded,703.02
529,257,33,30-07-2024,Refunded,276.18
530,27,3,08-04-2022,Refunded,218.12
531,773,16,17-03-2020,Refunded,229.4
532,308,44,20-03-2023,Pending,105.85
533,592,2,25-11-2021,Refunded,497.22
534,526,40,29-12-2019,Pending,559.48
535,786,18,02-11-2022,Shipped,423.7
536,772,41,10-06-2023,Refunded,477.48
537,736,4,13-11-2020,Refunded,723.75
538,992,39,07-06-2020,Pending,617.68
539,453,14,04-04-2020,Failed,512.31
540,807,21,03-01-2024,Failed,770.31
541,128,48,27-03-2020,Paid,756.93
542,660,14,25-02-2022,Paid,795.8
543,345,7,10-12-2020,Shipped,407.01
544,712,42,03-05-2022,Refunded,227.27
545,803,38,14-04-2022,Shipped,795.2
546,689,38,13-08-2024,Paid,863.32
547,508,50,30-08-2022,Paid,576.46
548,20,37,11-03-2020,Pending,927.06
549,657,31,21-02-2021,Refunded,226.09
550,110,34,14-06-2020,Refunded,588.48
551,956,34,09-06-2024,Pending,431.82
552,13,31,21-11-2021,Paid,413
553,545,47,15-01-2022,Shipped,418.13
554,816,9,20-04-2021,Pending,112.35
555,35,7,26-12-2023,Refunded,239.09
556,399,22,01-05-2024,Shipped,379.97
557,462,48,19-03-2020,Failed,332.37
558,638,29,20-08-2021,Refunded,966.24
559,645,2,18-03-2021,Paid,318.42
560,249,2,04-12-2021,Refunded,402.78
561,57,36,14-11-2021,Refunded,725.12
562,375,34,17-04-2022,Pending,178.56
563,699,49,06-10-2023,Failed,294.49
564,270,27,29-09-2019,Refunded,282.95
565,68,13,14-04-2022,Pending,391.16
566,998,1,19-09-2019,Paid,69.87
567,202,45,24-01-2023,Shipped,979.31
568,597,37,05-06-2021,Refunded,346.98
569,84,28,09-03-2021,Shipped,423.19
570,740,36,07-09-2022,Refunded,126.55
571,94,12,06-11-2019,Shipped,940.3
572,731,26,31-10-2021,Refunded,940.62
573,684,46,21-06-2024,Paid,295.55
574,904,42,08-04-2023,Pending,563.86
575,137,21,21-03-2022,Paid,793.81
576,427,42,20-10-2020,Shipped,529.27
577,239,33,23-06-2024,Failed,733.56
578,813,33,10-01-2021,Failed,38.8
579,62,6,13-01-2024,Failed,474.43
580,452,28,23-09-2021,Refunded,436.74
581,966,36,07-08-2022,Shipped,925.52
582,745,27,08-06-2020,Pending,561
583,93,27,28-08-2019,Refunded,909.97
584,619,46,10-03-2024,Shipped,300.95
585,816,4,24-07-2021,Shipped,899.79
586,488,14,28-12-2021,Failed,232.63
587,481,10,08-01-2020,Pending,250.14
588,854,11,24-02-2020,Shipped,318.62
589,776,8,25-11-2020,Pending,417.13
590,948,26,20-04-2023,Failed,548.44
591,738,40,27-09-2019,Refunded,36.88
592,946,47,10-01-2024,Refunded,246.09
593,43,10,12-12-2021,Refunded,78.8
594,264,8,14-07-2022,Paid,531.67
595,949,23,30-07-2023,Paid,673.35
596,150,33,06-04-2021,Pending,428.74
597,843,15,11-09-2021,Pending,663.46
598,552,10,13-01-2024,Failed,602.43
599,594,49,24-03-2023,Paid,193.06
600,594,13,16-09-2020,Paid,642.75
601,552,29,28-11-2022,Shipped,91.71
602,347,8,27-11-2023,Shipped,906.44
603,320,46,26-09-2021,Failed,85.23
604,220,35,07-08-2022,Refunded,465.65
605,544,16,23-07-2022,Pending,954.98
606,855,26,09-09-2019,Paid,471.84
607,169,30,24-09-2021,Paid,466.45
608,894,23,18-03-2020,Paid,939.61
609,235,34,04-09-2020,Pending,220.37
610,910,21,30-06-2023,Pending,635.16
611,976,43,13-06-2022,Shipped,944.83
612,5,44,25-01-2023,Shipped,460.18
613,151,39,16-05-2021,Refunded,789.21
614,510,16,20-02-2024,Pending,357.85
615,331,23,01-09-2023,Shipped,423.03
616,170,31,13-02-2022,Paid,910.34
617,416,15,25-09-2020,Failed,395.48
618,527,45,02-02-2020,Failed,631.1
619,697,36,27-05-2021,Failed,388.78
620,300,22,05-08-2022,Pending,477.13
621,682,23,01-08-2023,Refunded,498.58
622,923,44,27-07-2021,Shipped,777.45
623,602,40,30-09-2020,Shipped,95.24
624,944,1,17-06-2021,Failed,278.49
625,95,45,06-05-2023,Refunded,137.19
626,248,47,16-01-2020,Failed,736.61
627,122,32,17-12-2021,Shipped,860.94
628,773,17,30-09-2022,Failed,312.37
629,689,8,26-11-2022,Shipped,665.43
630,86,12,30-09-2022,Paid,346.11
631,746,48,02-02-2022,Shipped,335.71
632,483,50,21-01-2021,Shipped,660.8
633,309,17,30-09-2020,Failed,814.66
634,508,43,13-11-2022,Refunded,838.88
635,549,32,14-07-2022,Refunded,846.4
636,709,5,18-08-2021,Pending,782.04
637,750,21,05-05-2023,Failed,383.94
638,420,11,03-02-2020,Shipped,233.06
639,232,50,25-06-2023,Pending,528.99
640,154,24,31-05-2020,Failed,980.6
641,20,23,07-04-2023,Paid,749.29
642,329,30,10-09-2020,Paid,373.18
643,833,15,06-08-2021,Shipped,799.79
644,653,12,23-12-2019,Failed,757.89
645,526,14,11-02-2024,Pending,874.52
646,315,42,26-12-2021,Paid,130.87
647,771,26,13-03-2024,Failed,959.44
648,599,11,16-08-2023,Paid,905.39
649,173,30,28-01-2021,Failed,402.98
650,481,5,20-08-2021,Pending,96.61
